id,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365
12299,Brooklyn,South Slope,40.66278,-73.97966,Entire home/apt,120,3,15,1,345
12303,Brooklyn,Fort Greene,40.69673,-73.97584,Private room,120,7,25,1,311
12318,Manhattan,Upper West Side,40.79009,-73.97927,Private room,135,4,81,1,273
12343,Manhattan,Harlem,40.81175,-73.94478,Entire home/apt,150,7,97,1,309
12627,Brooklyn,Prospect-Lefferts Gardens,40.65944,-73.96238,Entire home/apt,150,29,11,1,95
12937,Queens,Long Island City,40.74771,-73.9474,Private room,130,3,248,1,215
12940,Brooklyn,Bedford-Stuyvesant,40.68111,-73.95591,Entire home/apt,110,7,61,1,265
13050,Brooklyn,Bedford-Stuyvesant,40.68554,-73.9409,Entire home/apt,115,3,11,1,0
13394,Brooklyn,Fort Greene,40.69142,-73.97376,Private room,80,3,135,2,192
13808,Brooklyn,Bedford-Stuyvesant,40.68043,-73.93934,Private room,80,1,112,3,251
14287,Manhattan,Upper West Side,40.78635,-73.97008,Entire home/apt,151,2,73,1,302
14290,Brooklyn,Williamsburg,40.7042,-73.9356,Entire home/apt,228,3,82,1,140
14314,Brooklyn,Greenpoint,40.73506,-73.95392,Entire home/apt,144,2,328,1,234
14322,Manhattan,Kips Bay,40.73961,-73.98074,Entire home/apt,200,7,19,1,257
14377,Brooklyn,Williamsburg,40.70881,-73.9593,Entire home/apt,150,30,105,1,30
14991,Manhattan,Lower East Side,40.72004,-73.99104,Private room,110,5,19,1,301
15220,Manhattan,Hell's Kitchen,40.75531,-73.99293,Private room,69,2,289,2,294
15338,Brooklyn,Greenpoint,40.72401,-73.93788,Private room,49,4,138,3,320
15341,Manhattan,SoHo,40.7221,-73.99775,Entire home/apt,180,30,21,1,154
15385,Brooklyn,Williamsburg,40.71185,-73.96204,Private room,80,2,42,1,263
15396,Manhattan,Chelsea,40.74623,-73.9953,Entire home/apt,375,180,5,1,180
15711,Manhattan,Upper East Side,40.77065,-73.95269,Entire home/apt,250,2,66,2,231
16326,Brooklyn,Prospect Heights,40.67811,-73.96428,Entire home/apt,200,30,143,2,297
16338,Brooklyn,Clinton Hill,40.69,-73.96788,Private room,55,7,27,2,292
16421,Manhattan,Hell's Kitchen,40.75979,-73.99119,Private room,52,30,191,1,191
16458,Brooklyn,Park Slope,40.67343,-73.98338,Entire home/apt,225,3,4,1,0
16580,Manhattan,East Village,40.72649,-73.97904,Private room,80,1,338,2,72
16595,Brooklyn,Williamsburg,40.70933,-73.96792,Entire home/apt,275,1,148,1,362
16821,Manhattan,East Village,40.72298,-73.98474,Private room,99,1,106,2,336
16974,Manhattan,East Harlem,40.80164,-73.93922,Entire home/apt,225,4,190,1,215
17037,Manhattan,East Village,40.72162,-73.98008,Entire home/apt,230,9,49,1,116
17092,Manhattan,Hell's Kitchen,40.76342,-73.98865,Private room,51,7,23,1,88
17693,Manhattan,Washington Heights,40.83139,-73.94095,Private room,65,2,49,2,336
17747,Brooklyn,Clinton Hill,40.68346,-73.96374,Private room,105,2,105,1,304
18127,Manhattan,East Village,40.72828,-73.98801,Entire home/apt,190,5,21,1,224
18152,Manhattan,Upper East Side,40.76865,-73.95058,Private room,200,1,142,1,322
18198,Queens,Woodside,40.75038,-73.90334,Private room,70,30,25,1,324
18590,Brooklyn,Fort Greene,40.6932,-73.97267,Private room,95,3,143,1,132
18728,Manhattan,Chelsea,40.74138,-74.00197,Private room,150,3,167,1,295
18764,Brooklyn,Williamsburg,40.71154,-73.96112,Private room,145,3,61,4,238
19159,Manhattan,Harlem,40.82915,-73.95136,Entire home/apt,110,31,54,1,209
19169,Manhattan,Lower East Side,40.71851,-73.98892,Entire home/apt,285,5,70,1,328
19282,Brooklyn,Flatbush,40.65401,-73.96323,Entire home/apt,130,6,16,1,38
19319,Manhattan,Lower East Side,40.7114,-73.98794,Private room,94,30,94,1,188
19601,Brooklyn,Brooklyn Heights,40.69723,-73.99268,Entire home/apt,800,1,25,1,7
19812,Brooklyn,Williamsburg,40.71833,-73.95748,Entire home/apt,105,3,61,1,272
20299,Manhattan,East Village,40.72334,-73.9844,Private room,60,3,194,1,26
20300,Manhattan,East Village,40.72912,-73.98057,Private room,50,1,2,1,0
20611,Brooklyn,Williamsburg,40.71156,-73.96218,Private room,85,3,174,4,288
20724,Brooklyn,Bushwick,40.70032,-73.9383,Private room,65,4,24,1,317
20734,Brooklyn,Prospect Heights,40.68233,-73.97261,Entire home/apt,131,4,166,1,207
20755,Brooklyn,Clinton Hill,40.68634,-73.966,Private room,98,7,16,6,185
20853,Brooklyn,Prospect Heights,40.68035,-73.97162,Entire home/apt,250,7,21,1,158
20913,Brooklyn,Williamsburg,40.70984,-73.95775,Entire home/apt,100,5,168,1,0
21293,Brooklyn,Bushwick,40.70093,-73.92609,Entire home/apt,105,3,118,2,9
21456,Manhattan,Upper West Side,40.79764,-73.96177,Entire home/apt,140,3,81,1,198
21644,Manhattan,Harlem,40.82803,-73.94731,Private room,89,1,1,1,365
21794,Manhattan,Chelsea,40.74008,-74.00271,Private room,98,30,30,2,364
22911,Brooklyn,Bedford-Stuyvesant,40.68413,-73.92357,Entire home/apt,125,7,139,2,311
22918,Manhattan,Harlem,40.82279,-73.95139,Private room,60,3,11,3,219
23135,Brooklyn,Carroll Gardens,40.67967,-74.00154,Entire home/apt,175,2,233,3,342
23501,Manhattan,Washington Heights,40.83927,-73.94281,Private room,65,2,68,1,312
23686,Manhattan,West Village,40.73096,-74.00319,Entire home/apt,500,4,46,2,243
24143,Brooklyn,Williamsburg,40.71332,-73.94177,Private room,101,3,335,1,152
24285,Brooklyn,Park Slope,40.66941,-73.98109,Entire home/apt,220,30,88,1,9
25235,Brooklyn,Bedford-Stuyvesant,40.68373,-73.92377,Entire home/apt,125,90,162,2,137
25406,Brooklyn,Williamsburg,40.71459,-73.94844,Entire home/apt,80,30,29,1,222
25696,Manhattan,Harlem,40.8092,-73.94421,Private room,100,2,170,1,346
26012,Brooklyn,Gowanus,40.68157,-73.98989,Entire home/apt,200,30,19,1,208
26362,Manhattan,Hell's Kitchen,40.75527,-73.99291,Private room,59,2,334,2,279
26520,Brooklyn,Clinton Hill,40.68698,-73.96572,Private room,125,2,19,6,250
26559,Manhattan,East Village,40.7288,-73.98192,Entire home/apt,140,7,12,1,164
26785,Brooklyn,South Slope,40.66853,-73.98912,Entire home/apt,120,30,467,2,192
26933,Manhattan,East Village,40.7254,-73.98157,Entire home/apt,350,2,7,4,298
26954,Manhattan,Kips Bay,40.74294,-73.98009,Entire home/apt,199,5,38,1,260
26969,Brooklyn,Williamsburg,40.71942,-73.95748,Entire home/apt,325,3,324,1,107
27006,Manhattan,Upper West Side,40.77823,-73.97637,Entire home/apt,235,6,27,1,199
27385,Manhattan,East Village,40.72555,-73.97965,Entire home/apt,225,1,115,4,299
27531,Brooklyn,South Slope,40.66831,-73.98604,Private room,99,2,354,3,20
27644,Manhattan,Harlem,40.82754,-73.94919,Entire home/apt,170,2,195,1,318
27659,Brooklyn,South Slope,40.66499,-73.97925,Entire home/apt,400,2,16,2,216
27759,Manhattan,Upper West Side,40.77842,-73.97556,Entire home/apt,170,7,13,1,224
27883,Manhattan,East Village,40.72245,-73.98527,Entire home/apt,100,4,25,1,0
28321,Brooklyn,Prospect-Lefferts Gardens,40.65593,-73.96053,Private room,75,2,9,1,324
28396,Brooklyn,Williamsburg,40.71923,-73.96468,Private room,90,1,9,1,245
28907,Manhattan,Upper East Side,40.778,-73.94822,Entire home/apt,150,5,21,1,189
29012,Manhattan,Washington Heights,40.85879,-73.93128,Private room,85,15,36,1,307
29013,Brooklyn,Bedford-Stuyvesant,40.68332,-73.9547,Private room,70,3,63,2,310
29455,Manhattan,Harlem,40.81618,-73.94894,Entire home/apt,120,3,155,3,213
29628,Brooklyn,Clinton Hill,40.68414,-73.96351,Private room,89,3,260,1,278
29683,Manhattan,East Village,40.72392,-73.99143,Entire home/apt,185,5,73,1,209
30031,Brooklyn,Greenpoint,40.73494,-73.9503,Private room,50,3,193,1,0
30927,Manhattan,Lower East Side,40.71341,-73.98856,Entire home/apt,105,3,32,1,16
31130,Manhattan,Hell's Kitchen,40.76754,-73.98399,Private room,130,2,50,3,234
31555,Manhattan,West Village,40.73442,-74.00303,Entire home/apt,115,29,26,1,12
31902,Brooklyn,Flatlands,40.63188,-73.93248,Private room,77,2,2,1,178
31994,Brooklyn,Clinton Hill,40.6873,-73.9634,Private room,76,2,426,3,275
32023,Brooklyn,Bedford-Stuyvesant,40.68296,-73.93662,Entire home/apt,125,3,227,2,163
32037,Brooklyn,Clinton Hill,40.6863,-73.96765,Private room,135,4,84,3,365
32100,Brooklyn,Greenpoint,40.73409,-73.95348,Entire home/apt,250,29,3,1,34
32289,Brooklyn,Williamsburg,40.71561,-73.94835,Entire home/apt,199,3,10,1,280
32331,Brooklyn,Cobble Hill,40.6857,-73.99183,Entire home/apt,140,2,4,1,0
32363,Queens,Flushing,40.74028,-73.83168,Private room,140,2,1,1,1
32965,Brooklyn,Bedford-Stuyvesant,40.68281,-73.93524,Entire home/apt,115,3,124,2,170
32969,Brooklyn,Williamsburg,40.71596,-73.93938,Entire home/apt,160,3,11,1,188
33009,Brooklyn,Williamsburg,40.71492,-73.95935,Entire home/apt,195,4,240,1,214
33014,Manhattan,East Village,40.72354,-73.98295,Entire home/apt,195,3,30,1,248
33223,Brooklyn,Williamsburg,40.71165,-73.96087,Private room,80,3,200,4,262
34760,Brooklyn,Fort Greene,40.69101,-73.97312,Private room,44,8,27,5,280
35526,Manhattan,West Village,40.73474,-74.00101,Private room,156,4,79,1,307
36121,Brooklyn,Prospect Heights,40.67386,-73.96641,Private room,85,15,9,1,339
36133,Brooklyn,Williamsburg,40.71536,-73.96057,Private room,125,3,155,1,1
36442,Brooklyn,Prospect Heights,40.6741,-73.96595,Entire home/apt,115,15,4,1,269
36647,Manhattan,East Harlem,40.79295,-73.93997,Private room,69,2,34,1,10
36703,Manhattan,West Village,40.73226,-74.00401,Entire home/apt,225,45,134,1,312
36934,Brooklyn,Williamsburg,40.71363,-73.96398,Entire home/apt,125,6,27,1,189
38638,Manhattan,Upper East Side,40.77711,-73.9527,Entire home/apt,219,4,126,2,290
38663,Brooklyn,Boerum Hill,40.68559,-73.98094,Entire home/apt,475,3,23,1,230
39267,Manhattan,Upper East Side,40.77456,-73.95323,Entire home/apt,99,1,234,2,164
39282,Brooklyn,Williamsburg,40.71088,-73.95055,Private room,69,4,202,2,53
39593,Queens,Sunnyside,40.74559,-73.92313,Private room,79,30,28,1,126
39704,Brooklyn,Bedford-Stuyvesant,40.68306,-73.94659,Entire home/apt,135,2,309,2,3
40039,Brooklyn,DUMBO,40.70207,-73.98571,Private room,250,3,14,1,189
40453,Manhattan,Upper East Side,40.76123,-73.9642,Entire home/apt,250,3,4,1,365
41348,Brooklyn,Gowanus,40.66858,-73.99083,Entire home/apt,250,2,80,1,0
41513,Manhattan,Harlem,40.82704,-73.94907,Entire home/apt,80,3,2,1,0
42580,Brooklyn,Clinton Hill,40.68843,-73.96408,Private room,70,2,294,3,336
42729,Brooklyn,Carroll Gardens,40.6783,-74.00135,Entire home/apt,165,2,150,3,342
42882,Staten Island,St. George,40.64524,-74.08088,Private room,70,2,166,1,312
43957,Brooklyn,Bushwick,40.70641,-73.91765,Private room,50,2,47,1,37
44096,Bronx,Highbridge,40.83232,-73.93184,Private room,40,1,219,3,353
44161,Brooklyn,Williamsburg,40.71045,-73.9677,Entire home/apt,150,2,193,1,177
44212,Manhattan,East Village,40.72518,-73.98034,Private room,125,1,84,4,310
44221,Manhattan,Financial District,40.70666,-74.01374,Entire home/apt,196,3,114,1,0
44229,Brooklyn,Fort Greene,40.69098,-73.97113,Private room,110,2,213,2,321
44288,Manhattan,West Village,40.73756,-74.00405,Entire home/apt,170,3,86,1,246
44506,Manhattan,Harlem,40.81526,-73.94791,Entire home/apt,165,3,80,3,231
45393,Manhattan,West Village,40.73423,-74.0046,Entire home/apt,150,26,38,1,225
45542,Manhattan,Harlem,40.82374,-73.9373,Entire home/apt,100,2,18,1,0
45556,Brooklyn,Fort Greene,40.68863,-73.97691,Private room,65,2,206,2,0
45910,Queens,Ridgewood,40.70382,-73.89797,Entire home/apt,350,8,10,5,365
45936,Manhattan,Morningside Heights,40.80549,-73.95924,Private room,99,4,122,2,233
45940,Brooklyn,Williamsburg,40.71627,-73.9587,Entire home/apt,200,4,33,1,1
46544,Brooklyn,Park Slope,40.67994,-73.97863,Entire home/apt,150,5,52,1,18
46723,Brooklyn,Bedford-Stuyvesant,40.67992,-73.9475,Private room,90,3,126,4,343
46911,Brooklyn,Prospect Heights,40.67868,-73.97307,Private room,120,3,51,3,250
47199,Manhattan,Upper East Side,40.76834,-73.95334,Private room,75,3,199,1,326
47362,Brooklyn,Bedford-Stuyvesant,40.68237,-73.9415,Entire home/apt,175,26,30,1,364
47370,Manhattan,Chelsea,40.74031,-73.99999,Entire home/apt,125,3,3,1,0
47926,Manhattan,Hell's Kitchen,40.76307,-73.99665,Entire home/apt,275,1,41,1,299
48719,Manhattan,Lower East Side,40.71882,-73.98852,Entire home/apt,299,2,109,1,207
50447,Brooklyn,South Slope,40.6693,-73.98804,Entire home/apt,135,5,151,3,162
51438,Manhattan,Upper East Side,40.77333,-73.95199,Private room,130,14,0,2,0
51485,Manhattan,Lower East Side,40.72319,-73.99201,Private room,83,1,285,1,7
51572,Manhattan,Chelsea,40.74859,-73.99671,Private room,123,1,375,1,328
51850,Queens,Jamaica,40.67252,-73.76597,Private room,55,2,52,2,365
53137,Manhattan,Hell's Kitchen,40.76244,-73.99271,Entire home/apt,195,5,10,1,0
53196,Brooklyn,Bedford-Stuyvesant,40.69546,-73.93503,Private room,80,2,11,1,0
53469,Queens,Middle Village,40.71722,-73.87856,Entire home/apt,98,30,33,5,240
53470,Queens,Ridgewood,40.70234,-73.89816,Private room,140,7,6,5,365
53477,Queens,Middle Village,40.71546,-73.87854,Entire home/apt,265,7,38,5,365
54158,Brooklyn,Williamsburg,40.7195,-73.95976,Entire home/apt,249,2,358,2,164
54453,Manhattan,Hell's Kitchen,40.76548,-73.98474,Shared room,105,6,10,1,363
54466,Manhattan,Harlem,40.80234,-73.95603,Private room,200,30,0,1,365
54508,Brooklyn,Prospect Heights,40.6787,-73.97262,Private room,100,2,226,3,250
54544,Manhattan,Harlem,40.81035,-73.94598,Entire home/apt,121,1,104,5,247
54626,Bronx,Highbridge,40.83075,-73.93058,Private room,45,1,138,3,323
54860,Manhattan,East Harlem,40.79958,-73.94275,Private room,100,5,204,1,192
55467,Brooklyn,Williamsburg,40.71625,-73.93845,Entire home/apt,140,2,253,1,125
55498,Brooklyn,Bedford-Stuyvesant,40.6829,-73.93549,Private room,71,2,23,1,91
55668,Manhattan,NoHo,40.72773,-73.99134,Private room,130,2,115,1,75
55737,Manhattan,West Village,40.72861,-74.0049,Entire home/apt,199,5,129,1,286
55959,Brooklyn,Williamsburg,40.70979,-73.95162,Private room,69,4,82,2,60
55982,Brooklyn,Fort Greene,40.68656,-73.97525,Private room,68,3,37,1,0
56467,Manhattan,East Village,40.72752,-73.98432,Entire home/apt,130,1,204,1,192
56525,Brooklyn,Greenpoint,40.729,-73.95829,Entire home/apt,195,2,69,1,58
56859,Manhattan,Harlem,40.81219,-73.94499,Private room,64,1,192,5,245
57166,Queens,Ditmars Steinway,40.77185,-73.90502,Entire home/apt,140,2,17,1,292
57297,Brooklyn,Cobble Hill,40.68926,-73.99386,Entire home/apt,159,2,222,1,279
57468,Manhattan,East Village,40.72821,-73.98701,Entire home/apt,189,3,205,1,0
57618,Manhattan,Hell's Kitchen,40.7672,-73.98508,Entire home/apt,250,3,94,1,3
57740,Manhattan,East Village,40.73012,-73.99053,Entire home/apt,239,3,7,1,351
57754,Manhattan,Flatiron District,40.7403,-73.98498,Entire home/apt,305,2,108,1,201
57874,Manhattan,Harlem,40.80931,-73.94343,Entire home/apt,155,3,222,2,232
58059,Manhattan,Harlem,40.8251,-73.94287,Private room,60,1,458,2,258
58062,Brooklyn,Windsor Terrace,40.6585,-73.98397,Private room,135,2,21,1,272
58467,Manhattan,Roosevelt Island,40.76193,-73.9501,Private room,120,7,17,1,341
59014,Manhattan,Lower East Side,40.72052,-73.98589,Entire home/apt,150,3,41,1,244
59121,Queens,Ridgewood,40.70411,-73.89934,Entire home/apt,140,14,1,5,365
59642,Brooklyn,Greenpoint,40.73401,-73.95967,Entire home/apt,135,2,69,1,12
59709,Manhattan,Chinatown,40.71756,-73.99503,Entire home/apt,250,4,18,2,265
59855,Manhattan,Midtown,40.7589,-73.96991,Entire home/apt,250,30,82,1,0
60164,Manhattan,SoHo,40.72003,-74.00262,Entire home/apt,500,4,94,1,329
60457,Manhattan,Greenwich Village,40.73194,-73.99474,Entire home/apt,225,5,10,1,91
60611,Manhattan,East Harlem,40.79163,-73.94573,Entire home/apt,125,28,183,2,365
60666,Manhattan,Harlem,40.8118,-73.94434,Private room,92,1,189,5,253
60673,Manhattan,Harlem,40.81583,-73.94707,Private room,175,2,1,1,365
60680,Manhattan,East Village,40.72654,-73.98049,Entire home/apt,99,2,127,1,320
60794,Manhattan,Upper West Side,40.80021,-73.96071,Entire home/apt,195,4,4,1,0
60948,Manhattan,East Harlem,40.80942,-73.93936,Entire home/apt,140,3,135,3,192
61167,Manhattan,Little Italy,40.71961,-73.9954,Entire home/apt,135,2,21,1,0
61224,Manhattan,Chelsea,40.74358,-74.00027,Entire home/apt,500,2,35,1,348
61406,Manhattan,Harlem,40.80335,-73.9575,Private room,80,14,10,2,0
61492,Manhattan,Chinatown,40.71445,-73.9908,Private room,120,4,171,2,353
61509,Manhattan,Midtown,40.75749,-73.96897,Entire home/apt,110,200,92,1,140
62095,Brooklyn,East Flatbush,40.64446,-73.9503,Entire home/apt,65,3,238,1,2
62427,Manhattan,East Village,40.7268,-73.99079,Entire home/apt,130,50,56,1,56
62430,Brooklyn,Bushwick,40.688,-73.9171,Entire home/apt,99,3,111,1,68
62452,Staten Island,Tompkinsville,40.63536,-74.08537,Private room,36,2,193,6,360
62461,Staten Island,Tompkinsville,40.63627,-74.08543,Private room,37,2,147,6,0
62787,Staten Island,Tompkinsville,40.63518,-74.08546,Private room,37,2,177,6,320
62891,Manhattan,East Village,40.72477,-73.98161,Entire home/apt,175,3,185,2,326
62903,Manhattan,Chelsea,40.74238,-73.99567,Entire home/apt,205,9,62,2,76
62925,Brooklyn,Greenpoint,40.72945,-73.95511,Entire home/apt,285,3,124,3,279
63299,Brooklyn,Williamsburg,40.70763,-73.95177,Private room,59,2,181,2,15
63320,Staten Island,Tompkinsville,40.63481,-74.08519,Private room,36,2,333,6,340
63360,Queens,Astoria,40.75384,-73.91433,Entire home/apt,99,5,441,1,226
63546,Brooklyn,Kensington,40.64106,-73.97426,Private room,39,1,45,2,365
63573,Brooklyn,Park Slope,40.66793,-73.98327,Private room,60,14,9,2,0
63610,Bronx,Eastchester,40.88057,-73.83572,Entire home/apt,105,2,38,13,365
63657,Brooklyn,Bedford-Stuyvesant,40.68236,-73.94314,Entire home/apt,135,2,248,2,11
63693,Manhattan,East Village,40.72185,-73.98246,Entire home/apt,390,5,143,2,316
63719,Brooklyn,Bedford-Stuyvesant,40.68503,-73.95385,Private room,70,3,36,4,281
64000,Brooklyn,Williamsburg,40.7069,-73.95467,Private room,60,17,14,4,362
64107,Brooklyn,Crown Heights,40.6778,-73.94339,Private room,100,3,279,1,301
64277,Brooklyn,Bedford-Stuyvesant,40.68317,-73.94701,Private room,70,4,18,4,189
64314,Brooklyn,Crown Heights,40.6761,-73.9529,Private room,110,6,50,1,0
64365,Brooklyn,Crown Heights,40.67586,-73.95155,Private room,60,2,227,2,287
64707,Manhattan,Little Italy,40.71702,-73.99811,Entire home/apt,90,14,1,1,14
64837,Manhattan,East Village,40.72321,-73.98157,Private room,68,2,203,2,86
65019,Manhattan,Upper West Side,40.77956,-73.98098,Entire home/apt,115,2,210,1,261
65268,Brooklyn,Bedford-Stuyvesant,40.68276,-73.95264,Private room,75,5,64,1,68
65562,Manhattan,East Village,40.72956,-73.98158,Entire home/apt,129,7,5,1,231
65615,Brooklyn,Williamsburg,40.71069,-73.95175,Entire home/apt,130,10,49,1,152
65660,Brooklyn,Williamsburg,40.70863,-73.94641,Entire home/apt,95,4,132,1,46
65813,Manhattan,Harlem,40.82888,-73.94307,Private room,75,3,20,1,364
65834,Brooklyn,Park Slope,40.67319,-73.97323,Entire home/apt,175,2,11,1,246
66008,Brooklyn,Carroll Gardens,40.67846,-73.99443,Entire home/apt,190,3,51,1,288
66026,Brooklyn,Crown Heights,40.6715,-73.94808,Private room,49,21,15,5,331
66251,Manhattan,East Village,40.72681,-73.98534,Entire home/apt,212,3,67,1,51
66275,Manhattan,Lower East Side,40.71904,-73.99392,Private room,95,1,109,3,364
66451,Brooklyn,Williamsburg,40.71031,-73.9583,Entire home/apt,140,2,9,1,254
66718,Manhattan,Harlem,40.81322,-73.95306,Entire home/apt,135,6,187,1,189
66741,Brooklyn,Park Slope,40.67732,-73.98225,Entire home/apt,150,2,214,2,263
66974,Brooklyn,Gowanus,40.68076,-73.9896,Entire home/apt,190,3,69,2,258
67288,Manhattan,East Harlem,40.79603,-73.94903,Entire home/apt,124,28,22,1,103
67299,Brooklyn,Williamsburg,40.71492,-73.96282,Entire home/apt,135,30,56,1,42
67397,Manhattan,Morningside Heights,40.80393,-73.95838,Private room,122,3,93,1,246
68099,Manhattan,Upper West Side,40.80082,-73.9652,Private room,109,1,104,2,364
68305,Manhattan,Harlem,40.82976,-73.94867,Private room,85,30,64,1,318
68403,Brooklyn,Bedford-Stuyvesant,40.683,-73.91981,Entire home/apt,145,3,127,2,72
68735,Manhattan,Upper West Side,40.78971,-73.9729,Entire home/apt,195,11,30,1,249
68765,Brooklyn,Carroll Gardens,40.67817,-73.99495,Entire home/apt,250,2,106,3,272
68900,Brooklyn,Greenpoint,40.73119,-73.95578,Private room,125,3,6,1,325
68974,Manhattan,Little Italy,40.71943,-73.99627,Entire home/apt,575,2,191,1,298
69894,Manhattan,Upper West Side,40.78,-73.98249,Entire home/apt,150,30,48,1,35
69921,Brooklyn,Bushwick,40.70514,-73.91922,Private room,70,5,47,1,203
70095,Manhattan,Inwood,40.86713,-73.92811,Private room,90,2,120,1,132
70128,Manhattan,East Village,40.73198,-73.98881,Private room,65,3,52,1,5
70609,Manhattan,East Village,40.72542,-73.97986,Entire home/apt,500,2,48,4,297
71010,Manhattan,Washington Heights,40.83494,-73.93869,Entire home/apt,250,3,32,2,276
71248,Manhattan,Chinatown,40.71659,-73.98945,Entire home/apt,125,25,43,1,102
71366,Manhattan,West Village,40.72966,-74.00243,Entire home/apt,200,30,39,1,251
71384,Brooklyn,Greenpoint,40.72898,-73.95552,Entire home/apt,229,1,50,1,188
71812,Bronx,Kingsbridge,40.87207,-73.90193,Entire home/apt,90,30,4,2,346
72190,Manhattan,Upper West Side,40.77728,-73.97818,Entire home/apt,110,13,38,1,0
72265,Brooklyn,Greenpoint,40.72646,-73.95341,Private room,59,3,29,1,15
74073,Brooklyn,Williamsburg,40.71015,-73.96101,Entire home/apt,195,4,59,1,71
74240,Brooklyn,Williamsburg,40.71903,-73.9597,Entire home/apt,169,1,68,2,215
74333,Manhattan,East Harlem,40.80892,-73.93985,Entire home/apt,113,14,26,3,253
74404,Manhattan,Harlem,40.80276,-73.9567,Entire home/apt,250,14,31,1,78
74680,Queens,Astoria,40.77635,-73.93426,Entire home/apt,115,2,198,1,257
74860,Brooklyn,Greenpoint,40.72488,-73.95018,Private room,55,2,1,1,0
75193,Brooklyn,Williamsburg,40.71398,-73.95763,Private room,69,2,220,2,8
75635,Manhattan,Lower East Side,40.71876,-73.98394,Entire home/apt,150,3,286,1,191
76761,Brooklyn,South Slope,40.66552,-73.99019,Entire home/apt,169,2,398,3,182
77765,Brooklyn,Greenpoint,40.73749,-73.95292,Private room,179,3,36,28,79
77936,Manhattan,Hell's Kitchen,40.76248,-73.9913,Private room,150,3,36,1,49
78919,Brooklyn,Boerum Hill,40.68674,-73.98876,Entire home/apt,135,4,6,1,0
79067,Brooklyn,Clinton Hill,40.6848,-73.96219,Entire home/apt,350,6,14,1,156
79782,Brooklyn,Williamsburg,40.70516,-73.95455,Private room,120,14,76,6,343
80493,Manhattan,East Village,40.72329,-73.98486,Private room,71,2,182,1,200
80684,Brooklyn,Greenpoint,40.73776,-73.95327,Private room,349,3,8,28,60
